"ITTER107","Territorio","TIPO_DATO2","Tipo indice","PRODCONS_AGRI_A","Prodotti acquistati","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-07","Lug-2022",184.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-08","Ago-2022",187.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-09","Set-2022",191.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-10","Ott-2022",192.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-11","Nov-2022",189.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-12","Dic-2022",185.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-01","Gen-2023",171.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-02","Feb-2023",165.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-03","Mar-2023",160.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-04","Apr-2023",156.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-05","Mag-2023",152.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-06","Giu-2023",149.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-07","Lug-2023",145.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-08","Ago-2023",144.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-09","Set-2023",140.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-01","Gen-2020",-0.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-02","Feb-2020",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-03","Mar-2020",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-04","Apr-2020",-0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-05","Mag-2020",-0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-06","Giu-2020",-0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-07","Lug-2020",-0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-08","Ago-2020",-0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-09","Set-2020",-0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-10","Ott-2020",-0.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-11","Nov-2020",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-12","Dic-2020",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-01","Gen-2021",1.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-02","Feb-2021",3.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-03","Mar-2021",1.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-04","Apr-2021",1.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-05","Mag-2021",0.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-06","Giu-2021",1.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-07","Lug-2021",1.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-08","Ago-2021",4.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-09","Set-2021",6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-10","Ott-2021",14.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-11","Nov-2021",8.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-12","Dic-2021",3.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-01","Gen-2022",10.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-02","Feb-2022",1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-03","Mar-2022",9.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-04","Apr-2022",2.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-05","Mag-2022",-0.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-06","Giu-2022",-0.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-07","Lug-2022",0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-08","Ago-2022",1.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-09","Set-2022",2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-10","Ott-2022",0.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-11","Nov-2022",-1.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-12","Dic-2022",-1.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-01","Gen-2023",-7.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-02","Feb-2023",-3.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-03","Mar-2023",-3.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-04","Apr-2023",-2.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-05","Mag-2023",-2.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-06","Giu-2023",-2.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-07","Lug-2023",-2.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-08","Ago-2023",-0.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2023-09","Set-2023",-2.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-01","Gen-2020",-2.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-02","Feb-2020",-1.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-03","Mar-2020",-1.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-04","Apr-2020",-1.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-05","Mag-2020",-2.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-06","Giu-2020",-2.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-07","Lug-2020",-2.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-08","Ago-2020",-2.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-09","Set-2020",-1.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-10","Ott-2020",-2.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-11","Nov-2020",-2.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-12","Dic-2020",-2.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-01","Gen-2021",0.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-02","Feb-2021",3.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-03","Mar-2021",5.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-04","Apr-2021",7.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-05","Mag-2021",8.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-06","Giu-2021",10.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-07","Lug-2021",13,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-08","Ago-2021",17.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-09","Set-2021",24.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-10","Ott-2021",44,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-11","Nov-2021",56.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-12","Dic-2021",61.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-01","Gen-2022",75.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-02","Feb-2022",71.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-03","Mar-2022",84.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-04","Apr-2022",86.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-05","Mag-2022",83.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-06","Giu-2022",79.3,,
